"Violin","Скрипка","Guitar","Гітара"
"Smartphone","Смартфон","Tablet","Планшет"
"Mountain","Гора","Volcano","Вулкан"
"River","Ріка","Waterfall","Водоспад"
"Forest","Ліс","Jungle","Джунглі"
"Car","Автомобіль","Truck","Вантажівка"
"Train","Поїзд","Subway","Метро"
"Helicopter","Гелікоптер","Drone","Дрон"
"Jacket","Куртка","Coat","Пальто"
"Sneakers","Кросівки","Sandals","Сандалі"
"Hat","Капелюх","Cap","Кепка"
"Red","Червоний","Orange","Помаранчевий"
"Blue","Синій","Purple","Фіолетовий"
"Black","Чорний","Gray","Сірий"
"Piano","Піаніно","Keyboard","Клавіатура"
"Drum","Барабан","Tambourine","Бубон"
"Book","Книга","Magazine","Журнал"
"Lake","Озеро","Pond","Ставок"
"Desert","Пустеля","Oasis","Оаза"
"Castle","Замок","Palace","Палац"
"Bridge","Міст","Tunnel","Тунель"
"Sword","Меч","Dagger","Кинджал"
"Shield","Щит","Armor","Броня"
"Bread","Хліб","Baguette","Багет"
"Wine","Вино","Beer","Пиво"
"Apple","Яблуко","Pear","Груша"
"Rose","Троянда","Tulip","Тюльпан"
"Sunflower","Соняшник","Daisy","Маргаритка"
"Harry Potter","Гаррі Поттер","Frodo Baggins","Фродо Беґінз"
"Taylor Swift","Тейлор Свіфт","Ariana Grande","Аріана Ґранде"
"The Godfather","Хрещений батько","Goodfellas","Славні хлопці"
"Super Mario","Супер Маріо","Sonic the Hedgehog","Їжак Сонік"
"Star Wars","Зоряні війни","Star Trek","Зоряний шлях"
"Bill Gates","Білл Гейтс","Steve Jobs","Стів Джобс"
"Breaking Bad","Пуститися берега","Better Call Saul","Краще подзвоніть Солу"
"Shakira","Шакіра","Jennifer Lopez","Дженніфер Лопес"
"Minecraft","Майнкрафт","Roblox","Роблокс"
"The Beatles","Бітлз","The Rolling Stones","Роллінг Стоунз"
"Batman","Бетмен","Iron Man","Залізна людина"
"Leonardo DiCaprio","Леонардо Ді Капріо","Brad Pitt","Бред Пітт"
"Frozen","Крижане серце","Moana","Моана"
"Oprah Winfrey","Опри Вінфрі","Ellen DeGeneres","Еллен Дедженерес"
"Fortnite","Фортнайт","Call of Duty","Кол оф Д'юті"
"Rihanna","Ріанна","Beyoncé","Бейонсе"
"The Matrix","Матриця","Inception","Початок"
"Stranger Things","Дивні дива","The Umbrella Academy","Академія Амбрела"
"Elon Musk","Ілон Маск","Jeff Bezos","Джефф Безос"
"Homer Simpson","Гомер Сімпсон","Peter Griffin","Пітер Ґріффін"
"Twilight","Сутінки","The Hunger Games","Голодні ігри"
"Da Vinci","Да Вінчі","Michelangelo","Мікеланджело"
"Barbie","Барбі","Bratz","Братц"
"Game of Thrones","Гра престолів","The Witcher","Відьмак"
"Ed Sheeran","Ед Ширан","Shawn Mendes","Шон Мендес"
"Nike","Найк","Adidas","Адідас"
"Among Us","Серед нас","Fall Guys","Фолл Ґайс"
"Wednesday Addams","Венсдей Адамс","Luna Lovegood","Луна Лавґуд"
"Avatar","Аватар","Titanic","Титанік"
"Superman","Супермен","Captain America","Капітан Америка"
Leonardo da Vinci,Леонардо да Вінчі,Michelangelo,Мікеланджело
Queen Elizabeth II,Королева Єлизавета II,Queen Victoria,Королева Вікторія
Elon Musk,Ілон Маск,Jeff Bezos,Джефф Безос
Taylor Swift,Тейлор Свіфт,Beyoncé,Бейонсе
Charlie Chaplin,Чарлі Чаплін,Buster Keaton,Бастер Кітон
Marie Curie,Марія Кюрі,Rosalind Franklin,Розалінд Франклін
William Shakespeare,Вільям Шекспір,Charles Dickens,Чарльз Діккенс
Lionel Messi,Ліонель Мессі,Cristiano Ronaldo,Кріштіану Роналду
Star Wars,Зоряні Війни,Star Trek,Зоряний Шлях
The Lord of the Rings,Володар Перснів,Harry Potter,Гаррі Поттер
Titanic,Титанік,Avatar,Аватар
The Simpsons,Сімпсони,Family Guy,Гріффіни
Friends,Друзі,Seinfeld,Сайнфелд
The Matrix,Матриця,Inception,Початок
Minecraft,Майнкрафт,Roblox,Роблокс
Call of Duty,Кол оф Дьюті,Battlefield,Батлфілд
Super Mario,Супер Маріо,Sonic the Hedgehog,Сонік
Chess,Шахи,Go,Ґо
The Witcher,Відьмак,Skyrim,Скайрім
The Beatles,The Beatles,The Rolling Stones,The Rolling Stones
Mozart,Моцарт,Beethoven,Бетховен
"Bohemian Rhapsody","Богемна Рапсодія","Stairway to Heaven","Сходи до Небес"
Michael Jackson,Майкл Джексон,Prince,Прінс
McDonald's,МакДональдз,Burger King,Бургер Кінг
Nike,Nike,Adidas,Adidas
Disney,Дісней,Pixar,Піксар
Coca-Cola,Кока-Кола,Pepsi,Пепсі
Sherlock Holmes,Шерлок Холмс,Hercule Poirot,Еркюль Пуаро
Superman,Супермен,Batman,Бетмен
Mickey Mouse,Міккі Маус,Bugs Bunny,Багз Банні
Eiffel Tower,Ейфелева вежа,Statue of Liberty,Статуя Свободи
Amazon River,Річка Амазонка,Nile River,Річка Ніл
